question_code,category,exception_code,severity,question_text,exception_description_response,check_type,selling_guide_citations,p0_status_loan_12607601215,status_reason_category,status_reason_detail,engine_message
O-FNM-15436,Insurance,O-FNM-56249,Critical,Were all property insurance requirements met including minimum ratings?,"The subject 1-4 unit property insurance was not written on a ""special"" coverage form or equivalent.",threshold_eligibility,B7-3-01 General Property Insurance Requirements for All Property Types; B7-3-02 Property Insurance Requirements for One-to Four-Unit Properties; B7-3-05 Additional Insurance Requirements; B7-3-07 Evidence of Property Insurance,NOT_COMPILED,NOT_COMPILED_THRESHOLD_NOT_PARSEABLE,"Rule cites a threshold but the compiler could not extract one unambiguous number+direction from the text (compile-time gap, same for every loan)",
O-FNM-15437,Insurance,O-FNM-50866,Critical,"Were all Condo, Co-op, or PUD Projects property insurance requirements met including minimum ratings?",The project fidelity/crime insurance policy was not in place and/or had an improper amount of coverage as applicable.,doc_presence,B7-3-03 Master Property Insurance Requirements for Project Developments; B7-3-04 Individual Property Insurance Requirements for a Unit in a Project Development; B7-4-01 General Liability Insurance Requirements for Project Developments; B7-4-02 Fidelity/Crime Insurance Requirements for Project Developments,NOT_COMPILED,NOT_COMPILED_TRIGGER_GATED_NEEDS_FACT_MACHINERY,"Only applies to specific loan/property types, which are loan-level attributes, not derivable from the document inventory.",
O-FNM-15437,Insurance,O-FNM-50870,Critical,"Were all Condo, Co-op, or PUD Projects property insurance requirements met including minimum ratings?","The unit interior improvements are not included under the terms of the blanket policy; however, an HO-6 policy was not obtained with coverage sufficient to repair the condo unit to its condition prior to a loss claim event.",doc_presence,B7-3-03 Master Property Insurance Requirements for Project Developments; B7-3-04 Individual Property Insurance Requirements for a Unit in a Project Development; B7-4-01 General Liability Insurance Requirements for Project Developments; B7-4-02 Fidelity/Crime Insurance Requirements for Project Developments,NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,"The HO-6 policy is the identifiable required document, but presence alone is insufficient — it must also carry sufficient coverage; not a closed-list entry (the property-type gating here is a structured eligibility filter, not an underwriting trigger).",
O-FNM-15437,Insurance,O-FNM-57522,Critical,"Were all Condo, Co-op, or PUD Projects property insurance requirements met including minimum ratings?",The master insurance policy was not written on a broad coverage form that includes the required language.,doc_completeness,B7-3-03 Master Property Insurance Requirements for Project Developments; B7-3-04 Individual Property Insurance Requirements for a Unit in a Project Development; B7-4-01 General Liability Insurance Requirements for Project Developments; B7-4-02 Fidelity/Crime Insurance Requirements for Project Developments,NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,"A condo/PUD master insurance policy is the identifiable document, but the defect concerns specific policy-language requirements, not mere presence; the master policy isn't a distinct closed-list entry.",
O-FNM-15437,Insurance,O-FNM-57521,Critical,"Were all Condo, Co-op, or PUD Projects property insurance requirements met including minimum ratings?",The master insurance policy does not provide for claims to be settled on a replacement cost basis.,doc_completeness,B7-3-03 Master Property Insurance Requirements for Project Developments; B7-3-04 Individual Property Insurance Requirements for a Unit in a Project Development; B7-4-01 General Liability Insurance Requirements for Project Developments; B7-4-02 Fidelity/Crime Insurance Requirements for Project Developments,NOT_COMPILED,NOT_COMPILED_TRIGGER_GATED_NEEDS_FACT_MACHINERY,Property/loan type is not derivable from doc inventory; the 'master insurance policy' for a project is distinct from an individual Hazard Insurance policy and has no confident closed-list match.,
O-FNM-15437,Insurance,O-FNM-57791,Critical,"Were all Condo, Co-op, or PUD Projects property insurance requirements met including minimum ratings?","The master insurance policy deductible exceeds the 5% maximum due to a per unit deductible for named perils specific to a geographic area, without an HO-6 policy.",computation,B7-3-03 Master Property Insurance Requirements for Project Developments; B7-3-04 Individual Property Insurance Requirements for a Unit in a Project Development; B7-4-01 General Liability Insurance Requirements for Project Developments; B7-4-02 Fidelity/Crime Insurance Requirements for Project Developments,NOT_COMPILED,NOT_COMPILED_COMPUTATION_NOT_LTV_DTI,Rule requires a recomputation this project only builds for LTV/DTI today (compile-time gap),
O-FNM-15437,Insurance,O-FNM-50868,Critical,"Were all Condo, Co-op, or PUD Projects property insurance requirements met including minimum ratings?","The master insurance policy coverage limit is not at least equal to 100% of the replacement cost value of the project's improvements, including common elements and residential structures.",computation,B7-3-03 Master Property Insurance Requirements for Project Developments; B7-3-04 Individual Property Insurance Requirements for a Unit in a Project Development; B7-4-01 General Liability Insurance Requirements for Project Developments; B7-4-02 Fidelity/Crime Insurance Requirements for Project Developments,NOT_COMPILED,NOT_COMPILED_COMPUTATION_NOT_LTV_DTI,Rule requires a recomputation this project only builds for LTV/DTI today (compile-time gap),
O-FNM-15437,Insurance,O-FNM-56256,Critical,"Were all Condo, Co-op, or PUD Projects property insurance requirements met including minimum ratings?",Centrally heated/cooled project policy did not include boiler and machinery/equipment breakdown coverage equaling the lesser of $2 million or the replacement cost value.,computation,B7-3-03 Master Property Insurance Requirements for Project Developments; B7-3-04 Individual Property Insurance Requirements for a Unit in a Project Development; B7-4-01 General Liability Insurance Requirements for Project Developments; B7-4-02 Fidelity/Crime Insurance Requirements for Project Developments,NOT_COMPILED,NOT_COMPILED_COMPUTATION_NOT_LTV_DTI,Rule requires a recomputation this project only builds for LTV/DTI today (compile-time gap),
O-FNM-15437,Insurance,O-FNM-56255,Critical,"Were all Condo, Co-op, or PUD Projects property insurance requirements met including minimum ratings?",The master policy did not include building ordinance/law coverage or inflation guard coverage as applicable.,doc_completeness,B7-3-03 Master Property Insurance Requirements for Project Developments; B7-3-04 Individual Property Insurance Requirements for a Unit in a Project Development; B7-4-01 General Liability Insurance Requirements for Project Developments; B7-4-02 Fidelity/Crime Insurance Requirements for Project Developments,NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,"Concerns specific coverage clauses (ordinance/law, inflation guard) on the condo/PUD master policy, a content check; the master (association) policy is not the same as the closed list's individual Hazard Insurance type.",
O-FNM-15437,Insurance,O-FNM-59134,Critical,"Were all Condo, Co-op, or PUD Projects property insurance requirements met including minimum ratings?","The subject New York purchase mortgage insurance determination was not based solely on New York state law, using the appraised value at the time of sale for a non-co-op property or the sales price for a co-op property without an adjustment reflecting excess IPC contributions.",computation,B7-3-03 Master Property Insurance Requirements for Project Developments; B7-3-04 Individual Property Insurance Requirements for a Unit in a Project Development; B7-4-01 General Liability Insurance Requirements for Project Developments; B7-4-02 Fidelity/Crime Insurance Requirements for Project Developments,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,'Subject New York purchase' trigger provably false: property is in Hawaii (propertyAddress.stateCode='HI').,Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15437,Insurance,O-FNM-56263,Critical,"Were all Condo, Co-op, or PUD Projects property insurance requirements met including minimum ratings?",No evidence of project general liability insurance as applicable or the required coverage amount is not met.,doc_presence,B7-3-03 Master Property Insurance Requirements for Project Developments; B7-3-04 Individual Property Insurance Requirements for a Unit in a Project Development; B7-4-01 General Liability Insurance Requirements for Project Developments; B7-4-02 Fidelity/Crime Insurance Requirements for Project Developments,NOT_COMPILED,NOT_COMPILED_TRIGGER_GATED_NEEDS_FACT_MACHINERY,"Only applies for these property/loan types, a data field not derivable from a document inventory; 'general liability insurance' also has no closed-list match (distinct from hazard insurance).",
O-FNM-15437,Insurance,ReplacementCost,Critical,"Were all Condo, Co-op, or PUD Projects property insurance requirements met including minimum ratings?",Certificate of insurance provided does not meet replacement cost coverage requirements.,computation,B7-3-03 Master Property Insurance Requirements for Project Developments; B7-3-04 Individual Property Insurance Requirements for a Unit in a Project Development; B7-4-01 General Liability Insurance Requirements for Project Developments; B7-4-02 Fidelity/Crime Insurance Requirements for Project Developments,NOT_COMPILED,NOT_COMPILED_COMPUTATION_NOT_LTV_DTI,Rule requires a recomputation this project only builds for LTV/DTI today (compile-time gap),
O-FNM-15438,Insurance,O-FRD-00565,Critical,"Were all standard flood hazard determination form (SFHDF) and, if required, federal flood insurance requirements met?",The date of determination field on the Standard Flood Hazard Determination Form is older than 120 days of the Note date and it is not a life of loan flood zone determination certificate assuring that the mortgage is monitored for compliance.,date_window,"B7-3-06 Flood Insurance Requirements for All Property Types; B7-3-08 Mortgagee Clause, Named Insured, and Notice of Cancellation Requirements",NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
O-FNM-15438,Insurance,O-FNM-00574,Critical,"Were all standard flood hazard determination form (SFHDF) and, if required, federal flood insurance requirements met?",It is determined the subject is located in the Coastal Barrier Resources System (CBRS) or in an Otherwise Protected Area (OPA) without flood insurance being obtained and/or the policy did not meet requirements.,list_screening,"B7-3-06 Flood Insurance Requirements for All Property Types; B7-3-08 Mortgagee Clause, Named Insured, and Notice of Cancellation Requirements",NOT_COMPILED,NOT_COMPILED_NOT_CONVERTED_BY_DESIGN,Check type not in this build's scope (e.g. reverification / list_screening -- deliberately out of scope),
